iter	Passed	Remaining
562	3336	2589
563	3341	2582
564	3342	2573
565	3345	2564
566	3348	2556
567	3350	2547
568	3356	2542
569	3358	2533
570	3366	2529
571	3371	2522
572	3374	2514
573	3376	2505
574	3377	2496
575	3386	2493
576	3392	2486
577	3393	2477
578	3396	2469
579	3400	2462
580	3403	2454
581	3406	2446
582	3409	2438
583	3417	2434
584	3420	2426
585	3422	2417
586	3424	2409
587	3426	2400
588	3432	2395
589	3434	2387
590	3436	2378
591	3438	2369
592	3439	2360
593	3441	2352
594	3444	2344
595	3448	2337
596	3449	2328
597	3452	2320
598	3454	2312
599	3458	2305
600	3461	2298
601	3464	2290
602	3465	2281
603	3467	2273
604	3469	2265
605	3471	2256
606	3474	2249
607	3476	2241
608	3478	2233
609	3479	2224
610	3481	2216
611	3482	2208
612	3484	2199
613	3486	2191
614	3489	2184
615	3491	2176
616	3493	2168
617	3494	2160
618	3496	2152
619	3498	2143
620	3499	2135
621	3502	2128
622	3505	2121
623	3507	2113
624	3508	2105
625	3510	2097
626	3511	2089
627	3513	2081
628	3514	2072
629	3515	2064
630	3519	2057
631	3521	2050
632	3523	2042
633	3524	2034
634	3526	2026
635	3527	2018
636	3528	2010
637	3530	2003
638	3534	1996
639	3537	1989
640	3540	1982
641	3541	1974
642	3543	1967
643	3544	1959
644	3548	1953
645	3551	1946
646	3553	1938
647	3554	1931
648	3556	1923
649	3558	1916
650	3560	1908
651	3564	1902
652	3566	1895
653	3568	1887
654	3572	1881
655	3575	1874
656	3580	1869
657	3582	1862
658	3584	1854
659	3586	1847
660	3587	1840
661	3590	1832
662	3594	1827
663	3596	1820
664	3598	1812
665	3600	1805
666	3602	1798
667	3603	1790
668	3609	1786
669	3611	1778
670	3613	1771
671	3616	1764
672	3617	1757
673	3621	1751
674	3625	1745
675	3628	1739
676	3631	1732
677	3636	1726
678	3644	1722
679	3650	1717
680	3655	1712
681	3658	1705
682	3660	1698
683	3664	1692
684	3666	1686
685	3673	1681
686	3675	1674
687	3677	1667
688	3686	1664
689	3691	1658
690	3693	1651
691	3695	1645
692	3702	1640
693	3704	1633
694	3705	1626
695	3708	1619
696	3709	1612
697	3713	1606
698	3717	1600
699	3719	1594
700	3721	1587
701	3723	1580
702	3725	1573
703	3731	1569
704	3733	1562
705	3735	1555
706	3738	1549
707	3742	1543
708	3748	1538
709	3752	1532
710	3755	1526
711	3766	1523
712	3769	1517
713	3772	1510
714	3778	1506
715	3782	1500
716	3784	1493
717	3788	1487
718	3793	1482
719	3797	1476
720	3800	1470
721	3805	1465
722	3809	1459
723	3818	1455
724	3826	1451
725	3829	1445
726	3833	1439
727	3852	1439
728	3857	1434
729	3859	1427
730	3863	1421
731	3866	1415
732	3870	1409
733	3874	1404
734	3876	1397
735	3879	1391
736	3883	1385
737	3886	1379
738	3889	1373
739	3892	1367
740	3895	1361
741	3900	1356
742	3904	1350
743	3906	1344
744	3909	1338
745	3918	1334
746	3922	1328
747	3924	1322
748	3935	1318
749	3938	1312
750	3948	1309
751	3952	1303
752	3961	1299
753	3965	1293
754	3968	1287
755	3971	1281
756	3976	1276
757	3979	1270
758	3982	1264
759	3984	1258
760	3986	1252
761	3990	1246
762	3993	1240
763	3995	1234
764	3998	1228
765	4001	1222
766	4009	1217
767	4012	1212
768	4015	1206
769	4018	1200
770	4022	1194
771	4026	1189
772	4028	1183
773	4032	1177
774	4038	1172
775	4044	1167
776	4056	1164
777	4068	1160
778	4071	1155
779	4075	1149
780	4078	1143
781	4084	1138
782	4105	1137
783	4108	1131
784	4116	1127
785	4122	1122
786	4127	1117
787	4132	1111
788	4135	1106
789	4151	1103
790	4154	1097
791	4156	1091
792	4162	1086
793	4166	1080
794	4168	1074
795	4171	1069
796	4176	1063
797	4179	1058
798	4181	1052
799	4195	1048
800	4198	1043
801	4201	1037
802	4205	1031
803	4208	1026
804	4211	1020
805	4214	1014
806	4219	1009
807	4222	1003
808	4224	997
809	4226	991
810	4227	985
811	4230	979
812	4234	974
813	4236	968
814	4238	962
815	4240	956
816	4242	950
817	4243	944
818	4246	938
819	4250	932
820	4253	927
821	4254	921
822	4256	915
823	4258	909
824	4262	904
825	4265	898
826	4266	892
827	4268	886
828	4272	881
829	4274	875
830	4278	870
831	4280	864
832	4282	858
833	4284	852
834	4286	847
835	4288	841
836	4292	835
837	4294	830
838	4296	824
839	4297	818
840	4299	812
841	4301	807
842	4303	801
843	4306	796
844	4309	790
845	4311	784
846	4312	779
847	4314	773
848	4316	767
849	4317	761
850	4321	756
851	4323	751
852	4325	745
853	4326	739
854	4329	734
855	4330	728
856	4332	722
857	4337	717
858	4339	712
859	4341	706
860	4342	701
861	4344	695
862	4346	689
863	4347	684
864	4350	678
865	4352	673
866	4354	667
867	4355	662
868	4357	656
869	4359	651
870	4361	645
871	4370	641
872	4372	636
873	4375	630
874	4383	626
875	4387	621
876	4389	615
877	4391	610
878	4399	605
879	4402	600
880	4405	595
881	4408	589
882	4414	584
883	4417	579
884	4420	574
885	4427	569
886	4431	564
887	4433	559
888	4436	553
889	4444	549
890	4447	544
891	4449	538
892	4453	533
893	4458	528
894	4460	523
895	4463	518
896	4470	513
897	4473	508
898	4475	502
899	4479	497
900	4485	492
901	4489	487
902	4492	482
903	4501	478
904	4505	472
905	4507	467
906	4509	462
907	4514	457
908	4518	452
909	4524	447
910	4529	442
911	4533	437
912	4535	432
913	4539	427
914	4545	422
915	4548	417
916	4550	411
917	4556	407
918	4561	402
919	4563	396
920	4565	391
921	4567	386
922	4569	381
923	4573	376
924	4575	370
925	4577	365
926	4579	360
927	4581	355
928	4585	350
929	4587	345
930	4591	340
931	4602	335
932	4608	330
933	4617	326
934	4621	321
935	4624	316
936	4632	311
937	4635	306
938	4647	301
939	4651	296
940	4663	292
941	4666	287
942	4669	282
943	4674	277
944	4679	272
945	4683	267
946	4692	262
947	4696	257
948	4697	252
949	4700	247
950	4707	242
951	4710	237
952	4713	232
953	4716	227
954	4727	222
955	4733	217
956	4737	212
957	4742	207
958	4747	202
959	4754	198
960	4760	193
961	4767	188
962	4771	183
963	4773	178
964	4775	173
965	4786	168
966	4788	163
967	4790	158
968	4794	153
969	4799	148
970	4803	143
971	4806	138
972	4809	133
973	4813	128
974	4818	123
975	4825	118
976	4832	113
977	4834	108
978	4838	103
979	4842	98
980	4846	93
981	4848	88
982	4850	83
983	4855	78
984	4859	73
985	4861	69
986	4863	64
987	4866	59
988	4870	54
989	4873	49
990	4876	44
991	4879	39
992	4883	34
993	4885	29
994	4887	24
995	4889	19
996	4890	14
997	4891	9
998	4893	4
999	4894	0
