iter	Passed	Remaining
605	1470	956
606	1472	953
607	1475	951
608	1479	949
609	1482	948
610	1486	946
611	1488	943
612	1492	942
613	1494	939
614	1497	937
615	1499	934
616	1502	932
617	1511	934
618	1513	931
619	1515	928
620	1517	925
621	1519	923
622	1524	922
623	1526	919
624	1529	917
625	1532	915
626	1534	912
627	1539	911
628	1541	909
629	1543	906
630	1544	903
631	1546	900
632	1548	897
633	1550	895
634	1553	892
635	1555	890
636	1557	887
637	1559	884
638	1561	882
639	1563	879
640	1565	877
641	1568	874
642	1569	871
643	1571	868
644	1573	866
645	1575	863
646	1577	860
647	1578	857
648	1582	856
649	1585	853
650	1587	850
651	1588	848
652	1590	845
653	1593	842
654	1597	841
655	1599	839
656	1602	836
657	1604	833
658	1606	831
659	1608	828
660	1611	826
661	1613	823
662	1614	820
663	1616	818
664	1618	815
665	1620	812
666	1622	809
667	1624	807
668	1627	805
669	1629	802
670	1630	799
671	1632	796
672	1634	794
673	1636	791
674	1639	789
675	1641	786
676	1643	784
677	1646	781
678	1649	779
679	1651	776
680	1655	775
681	1658	773
682	1660	770
683	1663	768
684	1667	766
685	1670	764
686	1672	761
687	1674	759
688	1677	757
689	1679	754
690	1684	753
691	1686	750
692	1688	748
693	1691	745
694	1693	743
695	1698	742
696	1701	739
697	1704	737
698	1706	734
699	1708	732
700	1710	729
701	1714	727
702	1717	725
703	1720	723
704	1722	720
705	1724	717
706	1726	715
707	1729	713
708	1731	710
709	1734	708
710	1737	706
711	1739	703
712	1746	702
713	1749	700
714	1753	698
715	1756	696
716	1759	694
717	1762	692
718	1764	689
719	1766	687
720	1768	684
721	1771	681
722	1775	680
723	1778	677
724	1780	675
725	1782	672
726	1784	670
727	1786	667
728	1790	665
729	1792	662
730	1794	660
731	1796	657
732	1798	654
733	1800	652
734	1801	649
735	1804	647
736	1807	644
737	1809	642
738	1811	639
739	1812	636
740	1813	633
741	1815	631
742	1816	628
743	1819	625
744	1821	623
745	1822	620
746	1824	617
747	1825	615
748	1827	612
749	1828	609
750	1830	606
751	1831	604
752	1834	601
753	1836	599
754	1838	596
755	1839	593
756	1841	591
757	1842	588
758	1844	585
759	1847	583
760	1849	580
761	1851	578
762	1852	575
763	1854	572
764	1856	570
765	1857	567
766	1859	564
767	1861	562
768	1863	559
769	1865	557
770	1867	554
771	1869	552
772	1870	549
773	1872	546
774	1873	544
775	1875	541
776	1876	538
777	1879	536
778	1880	533
779	1882	530
780	1883	528
781	1885	525
782	1886	522
783	1888	520
784	1890	517
785	1891	515
786	1895	513
787	1897	510
788	1899	507
789	1900	505
790	1902	502
791	1904	500
792	1905	497
793	1907	494
794	1909	492
795	1911	489
796	1913	487
797	1914	484
798	1916	482
799	1918	479
800	1919	476
801	1921	474
802	1924	472
803	1926	469
804	1928	467
805	1931	464
806	1932	462
807	1934	459
808	1936	457
809	1939	454
810	1941	452
811	1942	449
812	1944	447
813	1946	444
814	1947	442
815	1949	439
816	1951	437
817	1953	434
818	1955	432
819	1957	429
820	1958	427
821	1961	424
822	1963	422
823	1964	419
824	1966	417
825	1968	414
826	1970	412
827	1973	409
828	1974	407
829	1976	404
830	1978	402
831	1979	399
832	1983	397
833	1985	395
834	1987	392
835	1988	390
836	1990	387
837	1992	385
838	1993	382
839	1995	380
840	1998	377
841	2000	375
842	2002	372
843	2004	370
844	2005	367
845	2007	365
846	2008	362
847	2013	360
848	2015	358
849	2016	355
850	2018	353
851	2020	350
852	2022	348
853	2023	345
854	2025	343
855	2029	341
856	2031	338
857	2033	336
858	2035	334
859	2037	331
860	2039	329
861	2042	327
862	2044	324
863	2046	322
864	2047	319
865	2048	317
866	2050	314
867	2052	312
868	2054	309
869	2057	307
870	2058	304
871	2060	302
872	2061	299
873	2063	297
874	2064	294
875	2066	292
876	2068	290
877	2069	287
878	2073	285
879	2074	282
880	2076	280
881	2077	277
882	2079	275
883	2081	273
884	2083	270
885	2087	268
886	2089	266
887	2091	263
888	2092	261
889	2094	258
890	2096	256
891	2098	254
892	2101	251
893	2103	249
894	2105	246
895	2107	244
896	2109	242
897	2111	239
898	2113	237
899	2119	235
900	2121	233
901	2123	230
902	2125	228
903	2127	225
904	2131	223
905	2133	221
906	2136	219
907	2138	216
908	2140	214
909	2142	211
910	2146	209
911	2149	207
912	2151	205
913	2156	202
914	2158	200
915	2164	198
916	2166	196
917	2169	193
918	2171	191
919	2174	189
920	2178	186
921	2180	184
922	2182	182
923	2184	179
924	2186	177
925	2188	174
926	2190	172
927	2192	170
928	2195	167
929	2197	165
930	2199	162
931	2201	160
932	2202	158
933	2204	155
934	2206	153
935	2208	151
936	2210	148
937	2212	146
938	2214	143
939	2216	141
940	2217	139
941	2219	136
942	2221	134
943	2223	131
944	2225	129
945	2227	127
946	2229	124
947	2231	122
948	2233	120
949	2237	117
950	2239	115
951	2241	113
952	2243	110
953	2245	108
954	2247	105
955	2249	103
956	2253	101
957	2255	98
958	2257	96
959	2258	94
960	2260	91
961	2262	89
962	2264	87
963	2267	84
964	2269	82
965	2271	79
966	2274	77
967	2276	75
968	2279	72
969	2281	70
970	2284	68
971	2285	65
972	2288	63
973	2291	61
974	2293	58
975	2295	56
976	2298	54
977	2301	51
978	2303	49
979	2306	47
980	2308	44
981	2312	42
982	2314	40
983	2317	37
984	2320	35
985	2324	33
986	2328	30
987	2331	28
988	2333	25
989	2336	23
990	2338	21
991	2340	18
992	2344	16
993	2346	14
994	2349	11
995	2351	9
996	2353	7
997	2355	4
998	2357	2
999	2360	0
